scope,condition,epsilon,seed,subject,regime,model,balanced_accuracy,macro_f1,advantage_over_chance,session_accuracy
utility,task_weighted_empirical,2.0,789,7,,personalized_logistic_regression,0.26041666666666663,0.260163316301376,,
utility,task_weighted_empirical,2.0,789,8,,personalized_logistic_regression,0.25,0.24777044056333034,,
utility,task_weighted_empirical,2.0,789,9,,personalized_logistic_regression,0.3055555555555556,0.29979456030420615,,
utility,analytic_gaussian,2.0,101112,1,,personalized_logistic_regression,0.2569444444444444,0.2570932389023801,,
utility,analytic_gaussian,2.0,101112,2,,personalized_logistic_regression,0.2986111111111111,0.29924036645631047,,
utility,analytic_gaussian,2.0,101112,3,,personalized_logistic_regression,0.2048611111111111,0.2046192066250775,,
utility,analytic_gaussian,2.0,101112,4,,personalized_logistic_regression,0.2777777777777778,0.277208282550676,,
utility,analytic_gaussian,2.0,101112,5,,personalized_logistic_regression,0.24305555555555552,0.24021003043741684,,
utility,analytic_gaussian,2.0,101112,6,,personalized_logistic_regression,0.2777777777777778,0.27696490369602367,,
utility,analytic_gaussian,2.0,101112,7,,personalized_logistic_regression,0.28125,0.2801628536569773,,
utility,analytic_gaussian,2.0,101112,8,,personalized_logistic_regression,0.21875,0.21823269133596807,,
utility,analytic_gaussian,2.0,101112,9,,personalized_logistic_regression,0.3159722222222222,0.31541805588060057,,
utility,task_weighted_empirical,2.0,101112,1,,personalized_logistic_regression,0.32638888888888884,0.32494248456499497,,
utility,task_weighted_empirical,2.0,101112,2,,personalized_logistic_regression,0.21875,0.21892899144107847,,
utility,task_weighted_empirical,2.0,101112,3,,personalized_logistic_regression,0.19791666666666666,0.1957429239633669,,
utility,task_weighted_empirical,2.0,101112,4,,personalized_logistic_regression,0.2534722222222222,0.24781886148857343,,
utility,task_weighted_empirical,2.0,101112,5,,personalized_logistic_regression,0.24652777777777776,0.2443547348685414,,
utility,task_weighted_empirical,2.0,101112,6,,personalized_logistic_regression,0.23958333333333331,0.23992594525821292,,
utility,task_weighted_empirical,2.0,101112,7,,personalized_logistic_regression,0.27083333333333337,0.27051845496097926,,
utility,task_weighted_empirical,2.0,101112,8,,personalized_logistic_regression,0.23958333333333331,0.23944413720769647,,
utility,task_weighted_empirical,2.0,101112,9,,personalized_logistic_regression,0.26736111111111105,0.26599455300669556,,
utility,analytic_gaussian,4.0,42,1,,personalized_logistic_regression,0.26041666666666663,0.25970335117485277,,
utility,analytic_gaussian,4.0,42,2,,personalized_logistic_regression,0.22916666666666666,0.2268856595557434,,
utility,analytic_gaussian,4.0,42,3,,personalized_logistic_regression,0.25,0.24822113864464357,,
utility,analytic_gaussian,4.0,42,4,,personalized_logistic_regression,0.2361111111111111,0.23660707531317804,,
utility,analytic_gaussian,4.0,42,5,,personalized_logistic_regression,0.2604166666666667,0.2595869980488901,,
utility,analytic_gaussian,4.0,42,6,,personalized_logistic_regression,0.2569444444444444,0.25644126422222036,,
utility,analytic_gaussian,4.0,42,7,,personalized_logistic_regression,0.23958333333333331,0.24000505558604152,,
utility,analytic_gaussian,4.0,42,8,,personalized_logistic_regression,0.2638888888888889,0.2555645367074456,,
utility,analytic_gaussian,4.0,42,9,,personalized_logistic_regression,0.24652777777777782,0.24656152254910146,,
utility,task_weighted_empirical,4.0,42,1,,personalized_logistic_regression,0.2777777777777778,0.27734607615920687,,
utility,task_weighted_empirical,4.0,42,2,,personalized_logistic_regression,0.2534722222222222,0.24994619661871637,,
utility,task_weighted_empirical,4.0,42,3,,personalized_logistic_regression,0.2673611111111111,0.26854183176755597,,
utility,task_weighted_empirical,4.0,42,4,,personalized_logistic_regression,0.2604166666666667,0.2590971785304188,,
utility,task_weighted_empirical,4.0,42,5,,personalized_logistic_regression,0.2673611111111111,0.2672163388170582,,
utility,task_weighted_empirical,4.0,42,6,,personalized_logistic_regression,0.23958333333333334,0.23896123009491432,,
utility,task_weighted_empirical,4.0,42,7,,personalized_logistic_regression,0.3090277777777778,0.30753011843843764,,
utility,task_weighted_empirical,4.0,42,8,,personalized_logistic_regression,0.25,0.2492408557625949,,
utility,task_weighted_empirical,4.0,42,9,,personalized_logistic_regression,0.2569444444444444,0.2525462962962963,,
utility,analytic_gaussian,4.0,123,1,,personalized_logistic_regression,0.22569444444444445,0.22471345372681448,,
utility,analytic_gaussian,4.0,123,2,,personalized_logistic_regression,0.2951388888888889,0.29455977940276246,,
utility,analytic_gaussian,4.0,123,3,,personalized_logistic_regression,0.2013888888888889,0.20238525234655266,,
utility,analytic_gaussian,4.0,123,4,,personalized_logistic_regression,0.26736111111111116,0.26758074659153797,,
utility,analytic_gaussian,4.0,123,5,,personalized_logistic_regression,0.3090277777777778,0.30648932004380003,,
utility,analytic_gaussian,4.0,123,6,,personalized_logistic_regression,0.2361111111111111,0.23331324421528693,,
utility,analytic_gaussian,4.0,123,7,,personalized_logistic_regression,0.2777777777777778,0.27726903157192573,,
utility,analytic_gaussian,4.0,123,8,,personalized_logistic_regression,0.2569444444444444,0.2566180945843993,,
utility,analytic_gaussian,4.0,123,9,,personalized_logistic_regression,0.2673611111111111,0.2651392004618219,,
utility,task_weighted_empirical,4.0,123,1,,personalized_logistic_regression,0.23958333333333331,0.23964333928082548,,
utility,task_weighted_empirical,4.0,123,2,,personalized_logistic_regression,0.21875,0.218161013856686,,
utility,task_weighted_empirical,4.0,123,3,,personalized_logistic_regression,0.2222222222222222,0.2217354767506371,,
utility,task_weighted_empirical,4.0,123,4,,personalized_logistic_regression,0.2534722222222222,0.25228254413463125,,
utility,task_weighted_empirical,4.0,123,5,,personalized_logistic_regression,0.2881944444444444,0.2841983188057865,,
utility,task_weighted_empirical,4.0,123,6,,personalized_logistic_regression,0.1875,0.18708029930548417,,
utility,task_weighted_empirical,4.0,123,7,,personalized_logistic_regression,0.25,0.24837477020696197,,
utility,task_weighted_empirical,4.0,123,8,,personalized_logistic_regression,0.21874999999999997,0.21874911207805123,,
utility,task_weighted_empirical,4.0,123,9,,personalized_logistic_regression,0.26736111111111105,0.26608870181506816,,
utility,analytic_gaussian,4.0,456,1,,personalized_logistic_regression,0.2465277777777778,0.24685606060606063,,
utility,analytic_gaussian,4.0,456,2,,personalized_logistic_regression,0.2847222222222222,0.28262842326801524,,
utility,analytic_gaussian,4.0,456,3,,personalized_logistic_regression,0.2048611111111111,0.20159019511773354,,
utility,analytic_gaussian,4.0,456,4,,personalized_logistic_regression,0.2569444444444444,0.25792407792407795,,
utility,analytic_gaussian,4.0,456,5,,personalized_logistic_regression,0.21875,0.21891021123757698,,
utility,analytic_gaussian,4.0,456,6,,personalized_logistic_regression,0.24305555555555555,0.24022059653479316,,
utility,analytic_gaussian,4.0,456,7,,personalized_logistic_regression,0.1909722222222222,0.18908620806967408,,
utility,analytic_gaussian,4.0,456,8,,personalized_logistic_regression,0.23263888888888887,0.2303195600663955,,
utility,analytic_gaussian,4.0,456,9,,personalized_logistic_regression,0.2326388888888889,0.23324195733686232,,
utility,task_weighted_empirical,4.0,456,1,,personalized_logistic_regression,0.25,0.2498065998600265,,
utility,task_weighted_empirical,4.0,456,2,,personalized_logistic_regression,0.2569444444444444,0.2552579981139189,,
utility,task_weighted_empirical,4.0,456,3,,personalized_logistic_regression,0.2916666666666667,0.29199564407061873,,
utility,task_weighted_empirical,4.0,456,4,,personalized_logistic_regression,0.23263888888888887,0.22979598600762158,,
utility,task_weighted_empirical,4.0,456,5,,personalized_logistic_regression,0.2326388888888889,0.23209115952221393,,
utility,task_weighted_empirical,4.0,456,6,,personalized_logistic_regression,0.23958333333333331,0.23775968355750182,,
utility,task_weighted_empirical,4.0,456,7,,personalized_logistic_regression,0.24305555555555555,0.24320160246591016,,
utility,task_weighted_empirical,4.0,456,8,,personalized_logistic_regression,0.26388888888888895,0.26341313702339975,,
utility,task_weighted_empirical,4.0,456,9,,personalized_logistic_regression,0.2708333333333333,0.2687219730562403,,
utility,analytic_gaussian,4.0,789,1,,personalized_logistic_regression,0.2847222222222222,0.2849405627190747,,
utility,analytic_gaussian,4.0,789,2,,personalized_logistic_regression,0.28125,0.2813102420081825,,
utility,analytic_gaussian,4.0,789,3,,personalized_logistic_regression,0.2673611111111111,0.2664021164021164,,
utility,analytic_gaussian,4.0,789,4,,personalized_logistic_regression,0.28124999999999994,0.2775282533498601,,
utility,analytic_gaussian,4.0,789,5,,personalized_logistic_regression,0.2326388888888889,0.22967342149492442,,
utility,analytic_gaussian,4.0,789,6,,personalized_logistic_regression,0.2326388888888889,0.22950243269035214,,
utility,analytic_gaussian,4.0,789,7,,personalized_logistic_regression,0.2881944444444444,0.2875050577112085,,
utility,analytic_gaussian,4.0,789,8,,personalized_logistic_regression,0.22916666666666666,0.22245424220482615,,
utility,analytic_gaussian,4.0,789,9,,personalized_logistic_regression,0.2326388888888889,0.23088000356150498,,
utility,task_weighted_empirical,4.0,789,1,,personalized_logistic_regression,0.24305555555555552,0.2435576774222472,,
utility,task_weighted_empirical,4.0,789,2,,personalized_logistic_regression,0.2604166666666667,0.25948807891858844,,
utility,task_weighted_empirical,4.0,789,3,,personalized_logistic_regression,0.23958333333333331,0.23962162747025267,,
utility,task_weighted_empirical,4.0,789,4,,personalized_logistic_regression,0.2152777777777778,0.21237212513945766,,
utility,task_weighted_empirical,4.0,789,5,,personalized_logistic_regression,0.20833333333333334,0.2094921433425083,,
utility,task_weighted_empirical,4.0,789,6,,personalized_logistic_regression,0.27083333333333337,0.2671013173777741,,
utility,task_weighted_empirical,4.0,789,7,,personalized_logistic_regression,0.2708333333333333,0.2703960676812553,,
utility,task_weighted_empirical,4.0,789,8,,personalized_logistic_regression,0.25,0.24783778871100276,,
utility,task_weighted_empirical,4.0,789,9,,personalized_logistic_regression,0.3125,0.30736004750077184,,
utility,analytic_gaussian,4.0,101112,1,,personalized_logistic_regression,0.2604166666666667,0.2605802891531277,,
utility,analytic_gaussian,4.0,101112,2,,personalized_logistic_regression,0.2951388888888889,0.2957112964694257,,
utility,analytic_gaussian,4.0,101112,3,,personalized_logistic_regression,0.2048611111111111,0.2046191998343262,,
utility,analytic_gaussian,4.0,101112,4,,personalized_logistic_regression,0.2743055555555556,0.273810966677888,,
utility,analytic_gaussian,4.0,101112,5,,personalized_logistic_regression,0.24305555555555555,0.23971483639818436,,
utility,analytic_gaussian,4.0,101112,6,,personalized_logistic_regression,0.2743055555555556,0.2735309139766908,,
utility,analytic_gaussian,4.0,101112,7,,personalized_logistic_regression,0.2881944444444444,0.2868097143460038,,
utility,analytic_gaussian,4.0,101112,8,,personalized_logistic_regression,0.2222222222222222,0.22186826688959718,,
utility,analytic_gaussian,4.0,101112,9,,personalized_logistic_regression,0.3125,0.31143937968337604,,
utility,task_weighted_empirical,4.0,101112,1,,personalized_logistic_regression,0.32638888888888884,0.32533434307627856,,
utility,task_weighted_empirical,4.0,101112,2,,personalized_logistic_regression,0.22222222222222224,0.22235364897532503,,
utility,task_weighted_empirical,4.0,101112,3,,personalized_logistic_regression,0.19791666666666666,0.1956888207410624,,
utility,task_weighted_empirical,4.0,101112,4,,personalized_logistic_regression,0.2534722222222222,0.2481457385437485,,
utility,task_weighted_empirical,4.0,101112,5,,personalized_logistic_regression,0.24652777777777776,0.24426583460571752,,
utility,task_weighted_empirical,4.0,101112,6,,personalized_logistic_regression,0.24305555555555555,0.24317778020115932,,
utility,task_weighted_empirical,4.0,101112,7,,personalized_logistic_regression,0.2743055555555556,0.2738218094255246,,
utility,task_weighted_empirical,4.0,101112,8,,personalized_logistic_regression,0.2326388888888889,0.2320760486138871,,
utility,task_weighted_empirical,4.0,101112,9,,personalized_logistic_regression,0.26736111111111105,0.26605117334931,,
utility,analytic_gaussian,8.0,42,1,,personalized_logistic_regression,0.26736111111111116,0.26644088109547337,,
utility,analytic_gaussian,8.0,42,2,,personalized_logistic_regression,0.21875,0.21659217017359716,,
utility,analytic_gaussian,8.0,42,3,,personalized_logistic_regression,0.2465277777777778,0.24536470385106,,
utility,analytic_gaussian,8.0,42,4,,personalized_logistic_regression,0.23958333333333331,0.24013173474192137,,
utility,analytic_gaussian,8.0,42,5,,personalized_logistic_regression,0.2638888888888889,0.2625736299875293,,
utility,analytic_gaussian,8.0,42,6,,personalized_logistic_regression,0.2465277777777778,0.2459152020929798,,
utility,analytic_gaussian,8.0,42,7,,personalized_logistic_regression,0.22916666666666669,0.2292282532951655,,
utility,analytic_gaussian,8.0,42,8,,personalized_logistic_regression,0.2569444444444445,0.2502195298112825,,
utility,analytic_gaussian,8.0,42,9,,personalized_logistic_regression,0.25,0.24981784515792987,,
utility,task_weighted_empirical,8.0,42,1,,personalized_logistic_regression,0.2847222222222222,0.28419905334473683,,
utility,task_weighted_empirical,8.0,42,2,,personalized_logistic_regression,0.2465277777777778,0.24303618872364124,,
utility,task_weighted_empirical,8.0,42,3,,personalized_logistic_regression,0.2847222222222222,0.2848985166253862,,
utility,task_weighted_empirical,8.0,42,4,,personalized_logistic_regression,0.25347222222222227,0.2526727731583685,,
utility,task_weighted_empirical,8.0,42,5,,personalized_logistic_regression,0.2534722222222222,0.2537309553218917,,
utility,task_weighted_empirical,8.0,42,6,,personalized_logistic_regression,0.23958333333333334,0.23883073883119804,,
utility,task_weighted_empirical,8.0,42,7,,personalized_logistic_regression,0.3159722222222222,0.314225102282755,,
utility,task_weighted_empirical,8.0,42,8,,personalized_logistic_regression,0.2569444444444444,0.25639096624091967,,
utility,task_weighted_empirical,8.0,42,9,,personalized_logistic_regression,0.26388888888888884,0.25919084512519275,,
utility,analytic_gaussian,8.0,123,1,,personalized_logistic_regression,0.23611111111111113,0.23528336514461898,,
utility,analytic_gaussian,8.0,123,2,,personalized_logistic_regression,0.2951388888888889,0.2946957139010119,,
utility,analytic_gaussian,8.0,123,3,,personalized_logistic_regression,0.21180555555555555,0.21112155388471177,,
utility,analytic_gaussian,8.0,123,4,,personalized_logistic_regression,0.2638888888888889,0.2640846179901849,,
utility,analytic_gaussian,8.0,123,5,,personalized_logistic_regression,0.3055555555555556,0.3036681811401727,,
utility,analytic_gaussian,8.0,123,6,,personalized_logistic_regression,0.23958333333333331,0.2371149150647678,,
utility,analytic_gaussian,8.0,123,7,,personalized_logistic_regression,0.2951388888888889,0.29442145898915956,,
utility,analytic_gaussian,8.0,123,8,,personalized_logistic_regression,0.2569444444444444,0.2562816956837866,,
utility,analytic_gaussian,8.0,123,9,,personalized_logistic_regression,0.2673611111111111,0.2650926811692327,,
utility,task_weighted_empirical,8.0,123,1,,personalized_logistic_regression,0.24305555555555552,0.24379136793297723,,
utility,task_weighted_empirical,8.0,123,2,,personalized_logistic_regression,0.21875,0.218079484499466,,
utility,task_weighted_empirical,8.0,123,3,,personalized_logistic_regression,0.2326388888888889,0.23182608183192777,,
utility,task_weighted_empirical,8.0,123,4,,personalized_logistic_regression,0.2534722222222222,0.25196090059103754,,
utility,task_weighted_empirical,8.0,123,5,,personalized_logistic_regression,0.2847222222222222,0.2814806877773296,,
utility,task_weighted_empirical,8.0,123,6,,personalized_logistic_regression,0.1875,0.18767096213139378,,
utility,task_weighted_empirical,8.0,123,7,,personalized_logistic_regression,0.25,0.24894884353645325,,
utility,task_weighted_empirical,8.0,123,8,,personalized_logistic_regression,0.22569444444444445,0.22565157543605818,,
utility,task_weighted_empirical,8.0,123,9,,personalized_logistic_regression,0.2638888888888889,0.263109849723122,,
utility,analytic_gaussian,8.0,456,1,,personalized_logistic_regression,0.24305555555555555,0.24371870518778405,,
utility,analytic_gaussian,8.0,456,2,,personalized_logistic_regression,0.2881944444444444,0.2856566368147452,,
utility,analytic_gaussian,8.0,456,3,,personalized_logistic_regression,0.21180555555555555,0.20911285189485612,,
utility,analytic_gaussian,8.0,456,4,,personalized_logistic_regression,0.2534722222222222,0.2544004551327,,
utility,analytic_gaussian,8.0,456,5,,personalized_logistic_regression,0.20833333333333331,0.2084659559343728,,
utility,analytic_gaussian,8.0,456,6,,personalized_logistic_regression,0.24652777777777776,0.2435949595727458,,
utility,analytic_gaussian,8.0,456,7,,personalized_logistic_regression,0.19444444444444445,0.19222779033856752,,
utility,analytic_gaussian,8.0,456,8,,personalized_logistic_regression,0.22916666666666669,0.2270774130908402,,
utility,analytic_gaussian,8.0,456,9,,personalized_logistic_regression,0.24652777777777776,0.24640999616374473,,
utility,task_weighted_empirical,8.0,456,1,,personalized_logistic_regression,0.2534722222222222,0.2522477616416049,,
utility,task_weighted_empirical,8.0,456,2,,personalized_logistic_regression,0.2465277777777778,0.2452937662520205,,
utility,task_weighted_empirical,8.0,456,3,,personalized_logistic_regression,0.29166666666666663,0.29180014327641013,,
utility,task_weighted_empirical,8.0,456,4,,personalized_logistic_regression,0.2326388888888889,0.22993051628171415,,
utility,task_weighted_empirical,8.0,456,5,,personalized_logistic_regression,0.2326388888888889,0.23224223485741918,,
utility,task_weighted_empirical,8.0,456,6,,personalized_logistic_regression,0.2361111111111111,0.23417706711227762,,
utility,task_weighted_empirical,8.0,456,7,,personalized_logistic_regression,0.2465277777777778,0.24601376725689128,,
utility,task_weighted_empirical,8.0,456,8,,personalized_logistic_regression,0.27083333333333337,0.2702894400854395,,
utility,task_weighted_empirical,8.0,456,9,,personalized_logistic_regression,0.28125,0.2788682222330944,,
utility,analytic_gaussian,8.0,789,1,,personalized_logistic_regression,0.2951388888888889,0.29520737245035267,,
utility,analytic_gaussian,8.0,789,2,,personalized_logistic_regression,0.2847222222222222,0.2850328263500086,,
utility,analytic_gaussian,8.0,789,3,,personalized_logistic_regression,0.2743055555555555,0.2731643567550531,,
utility,analytic_gaussian,8.0,789,4,,personalized_logistic_regression,0.2847222222222222,0.28141099737295044,,
utility,analytic_gaussian,8.0,789,5,,personalized_logistic_regression,0.22916666666666663,0.22696491123740914,,
utility,analytic_gaussian,8.0,789,6,,personalized_logistic_regression,0.24305555555555555,0.23979014718002706,,
utility,analytic_gaussian,8.0,789,7,,personalized_logistic_regression,0.28125,0.28005830515567853,,
utility,analytic_gaussian,8.0,789,8,,personalized_logistic_regression,0.2326388888888889,0.22571932377966863,,
utility,analytic_gaussian,8.0,789,9,,personalized_logistic_regression,0.25,0.24752566464859171,,
utility,task_weighted_empirical,8.0,789,1,,personalized_logistic_regression,0.2361111111111111,0.23631705377788143,,
utility,task_weighted_empirical,8.0,789,2,,personalized_logistic_regression,0.2569444444444445,0.256804365846919,,
utility,task_weighted_empirical,8.0,789,3,,personalized_logistic_regression,0.2361111111111111,0.2360149170493998,,
utility,task_weighted_empirical,8.0,789,4,,personalized_logistic_regression,0.21875,0.2151097515078463,,
utility,task_weighted_empirical,8.0,789,5,,personalized_logistic_regression,0.19444444444444445,0.19516131072519763,,
utility,task_weighted_empirical,8.0,789,6,,personalized_logistic_regression,0.2569444444444444,0.25368947072072073,,
utility,task_weighted_empirical,8.0,789,7,,personalized_logistic_regression,0.28125,0.2806219193785626,,
utility,task_weighted_empirical,8.0,789,8,,personalized_logistic_regression,0.2534722222222222,0.25084169326645384,,
utility,task_weighted_empirical,8.0,789,9,,personalized_logistic_regression,0.3090277777777778,0.3036661446986202,,
utility,analytic_gaussian,8.0,101112,1,,personalized_logistic_regression,0.2604166666666667,0.2602311978021617,,
utility,analytic_gaussian,8.0,101112,2,,personalized_logistic_regression,0.29166666666666663,0.29184459353171005,,
utility,analytic_gaussian,8.0,101112,3,,personalized_logistic_regression,0.21180555555555558,0.21146909233176842,,
utility,analytic_gaussian,8.0,101112,4,,personalized_logistic_regression,0.2777777777777778,0.2772272189214318,,
utility,analytic_gaussian,8.0,101112,5,,personalized_logistic_regression,0.24305555555555555,0.23973494789021202,,
utility,analytic_gaussian,8.0,101112,6,,personalized_logistic_regression,0.26736111111111116,0.2667935206755082,,
utility,analytic_gaussian,8.0,101112,7,,personalized_logistic_regression,0.28125,0.2792147008766578,,
utility,analytic_gaussian,8.0,101112,8,,personalized_logistic_regression,0.2222222222222222,0.22186826688959718,,
utility,analytic_gaussian,8.0,101112,9,,personalized_logistic_regression,0.3125,0.3115063608249851,,
utility,task_weighted_empirical,8.0,101112,1,,personalized_logistic_regression,0.34722222222222227,0.34675306545934725,,
utility,task_weighted_empirical,8.0,101112,2,,personalized_logistic_regression,0.2326388888888889,0.23236160406191464,,
utility,task_weighted_empirical,8.0,101112,3,,personalized_logistic_regression,0.20138888888888887,0.19966130643869562,,
utility,task_weighted_empirical,8.0,101112,4,,personalized_logistic_regression,0.2708333333333333,0.26520970580719483,,
utility,task_weighted_empirical,8.0,101112,5,,personalized_logistic_regression,0.23958333333333331,0.23728363140127845,,
utility,task_weighted_empirical,8.0,101112,6,,personalized_logistic_regression,0.22916666666666666,0.2292595912015229,,
utility,task_weighted_empirical,8.0,101112,7,,personalized_logistic_regression,0.2708333333333333,0.27046307896760496,,
utility,task_weighted_empirical,8.0,101112,8,,personalized_logistic_regression,0.2361111111111111,0.23483610112393363,,
utility,task_weighted_empirical,8.0,101112,9,,personalized_logistic_regression,0.2777777777777778,0.275010131791659,,
identity_attack,clean,,,,clean_auxiliary,logistic_regression,0.970679012345679,0.9694742211491375,0.8595679012345678,1.0
identity_attack,clean,,,,clean_auxiliary,rbf_svm,0.9560185185185185,0.9533070367629699,0.8449074074074074,1.0
identity_attack,clean,,,,clean_auxiliary,random_forest,0.9417438271604939,0.9379281527682249,0.8306327160493827,1.0
identity_attack,clean,,,,clean_auxiliary,mlp,0.9602623456790125,0.9578282227407359,0.8491512345679013,1.0
identity_attack,clean,,,,mechanism_aware,logistic_regression,0.970679012345679,0.9694742211491375,0.8595679012345678,1.0
identity_attack,clean,,,,mechanism_aware,rbf_svm,0.9560185185185185,0.9533070367629699,0.8449074074074074,1.0
identity_attack,clean,,,,mechanism_aware,random_forest,0.9417438271604939,0.9379281527682249,0.8306327160493827,1.0
identity_attack,clean,,,,mechanism_aware,mlp,0.9602623456790125,0.9578282227407359,0.8491512345679013,1.0
identity_attack,clipped,,,,clean_auxiliary,logistic_regression,0.970679012345679,0.9694742211491375,0.8595679012345678,1.0
identity_attack,clipped,,,,clean_auxiliary,rbf_svm,0.95679012345679,0.9541184770466958,0.845679012345679,1.0
identity_attack,clipped,,,,clean_auxiliary,random_forest,0.9417438271604939,0.938017945808837,0.8306327160493827,1.0
identity_attack,clipped,,,,clean_auxiliary,mlp,0.9602623456790125,0.9578282227407359,0.8491512345679013,1.0
identity_attack,clipped,,,,mechanism_aware,logistic_regression,0.9718364197530865,0.9707768100827496,0.8607253086419755,1.0
identity_attack,clipped,,,,mechanism_aware,rbf_svm,0.95679012345679,0.9541184770466958,0.845679012345679,1.0
identity_attack,clipped,,,,mechanism_aware,random_forest,0.9452160493827161,0.9417650086527242,0.834104938271605,1.0
identity_attack,clipped,,,,mechanism_aware,mlp,0.9610339506172839,0.9587416044313072,0.8499228395061729,1.0
identity_attack,analytic_gaussian,0.5,42,,clean_auxiliary,logistic_regression,0.11496913580246912,0.11453742261091077,0.003858024691358014,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,clean_auxiliary,rbf_svm,0.1111111111111111,0.022222222222222223,0.0,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,clean_auxiliary,random_forest,0.11149691358024692,0.09302473565063583,0.00038580246913581806,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,clean_auxiliary,mlp,0.11496913580246912,0.1043508519873135,0.003858024691358014,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,mechanism_aware,logistic_regression,0.11921296296296295,0.11880394032894108,0.008101851851851846,0.2222222222222222
identity_attack,analytic_gaussian,0.5,42,,mechanism_aware,rbf_svm,0.11419753086419752,0.11370044829615263,0.0030864197530864196,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,mechanism_aware,random_forest,0.10146604938271604,0.10112038249827325,-0.009645061728395063,0.1111111111111111
identity_attack,analytic_gaussian,0.5,42,,mechanism_aware,mlp,0.11381172839506173,0.1129190711985433,0.0027006172839506293,0.2222222222222222
identity_attack,task_weighted_empirical,0.5,42,,clean_auxiliary,logistic_regression,0.12037037037037036,0.11984712524972202,0.009259259259259259,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,42,,clean_auxiliary,rbf_svm,0.1111111111111111,0.022222222222222223,0.0,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,42,,clean_auxiliary,random_forest,0.11535493827160494,0.09656315020568704,0.004243827160493832,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,42,,clean_auxiliary,mlp,0.11419753086419752,0.0991042435411388,0.0030864197530864196,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,42,,mechanism_aware,logistic_regression,0.10918209876543211,0.10904218072375167,-0.0019290123456789932,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,42,,mechanism_aware,rbf_svm,0.10416666666666667,0.1039671600082224,-0.006944444444444434,0.0
identity_attack,task_weighted_empirical,0.5,42,,mechanism_aware,random_forest,0.1087962962962963,0.10859602322559792,-0.0023148148148148112,0.0
identity_attack,task_weighted_empirical,0.5,42,,mechanism_aware,mlp,0.11342592592592592,0.11093280657091936,0.0023148148148148112,0.1111111111111111
identity_attack,analytic_gaussian,0.5,123,,clean_auxiliary,logistic_regression,0.11882716049382716,0.11718221301719309,0.007716049382716056,0.2222222222222222
identity_attack,analytic_gaussian,0.5,123,,clean_auxiliary,rbf_svm,0.1111111111111111,0.022222222222222223,0.0,0.1111111111111111
identity_attack,analytic_gaussian,0.5,123,,clean_auxiliary,random_forest,0.11728395061728396,0.09948895898140332,0.006172839506172853,0.1111111111111111
identity_attack,analytic_gaussian,0.5,123,,clean_auxiliary,mlp,0.11535493827160494,0.09970542571996571,0.004243827160493832,0.1111111111111111
identity_attack,analytic_gaussian,0.5,123,,mechanism_aware,logistic_regression,0.10570987654320989,0.10562214908262359,-0.005401234567901217,0.0
identity_attack,analytic_gaussian,0.5,123,,mechanism_aware,rbf_svm,0.10416666666666667,0.10413982435188235,-0.006944444444444434,0.0
identity_attack,analytic_gaussian,0.5,123,,mechanism_aware,random_forest,0.1219135802469136,0.12129282410240053,0.01080246913580249,0.2222222222222222
identity_attack,analytic_gaussian,0.5,123,,mechanism_aware,mlp,0.10030864197530864,0.09939865881191805,-0.010802469135802462,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,clean_auxiliary,logistic_regression,0.11651234567901235,0.11669238744830472,0.005401234567901245,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,clean_auxiliary,rbf_svm,0.1111111111111111,0.022222222222222223,0.0,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,clean_auxiliary,random_forest,0.12692901234567902,0.10399078218508,0.015817901234567916,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,clean_auxiliary,mlp,0.12037037037037036,0.10427377312407268,0.009259259259259259,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,mechanism_aware,logistic_regression,0.11265432098765432,0.11270787978087972,0.0015432098765432167,0.2222222222222222
identity_attack,task_weighted_empirical,0.5,123,,mechanism_aware,rbf_svm,0.11033950617283951,0.109890903089804,-0.0007716049382715945,0.0
identity_attack,task_weighted_empirical,0.5,123,,mechanism_aware,random_forest,0.10648148148148147,0.10472559776777728,-0.004629629629629636,0.1111111111111111
identity_attack,task_weighted_empirical,0.5,123,,mechanism_aware,mlp,0.10532407407407407,0.10505542805846052,-0.005787037037037035,0.1111111111111111
identity_attack,analytic_gaussian,0.5,456,,clean_auxiliary,logistic_regression,0.10686728395061729,0.10674263406505319,-0.004243827160493818,0.0
identity_attack,analytic_gaussian,0.5,456,,clean_auxiliary,rbf_svm,0.1111111111111111,0.022222222222222223,0.0,0.1111111111111111
identity_attack,analytic_gaussian,0.5,456,,clean_auxiliary,random_forest,0.1091820987654321,0.08879536457031355,-0.001929012345679007,0.1111111111111111
